,name,region,country-code,region-code,gfsi,surfacetempanomaly,precipitationflux,gdp,population,migration,tempstep,gfsi_hat
103,United Kingdom of Great Britain and Northern Ireland,Europe,826.0,150.0,80.16666666666667,5.076796666666685,3.190764566666667e-05,42592.20637993093,66837321.333333336,4661881.0,-0.5,79.85716998595464
104,"Tanzania, United Republic of",Africa,834.0,2.0,45.36666666666667,28.26597666666669,4.645123866666667e-05,1068.3977741655265,58017706.0,321110.3333333333,-0.5,51.06627158392434
105,United States of America,Americas,840.0,19.0,79.60000000000001,5.308616666666694,1.7763930666666666e-05,63850.15617085417,328889744.0,2940530.333333333,-0.5,87.98060007528906
106,Burkina Faso,Africa,854.0,2.0,48.13333333333333,28.164786666666675,5.982930966666666e-05,819.516158099805,20325375.666666668,1583191.0,-0.5,51.20712814521976
107,Uruguay,Americas,858.0,19.0,72.93333333333334,16.845603333333354,1.2801072333333337e-05,17276.762321955634,3461582.6666666665,364293.0,-0.5,63.054877531918024
108,Uzbekistan,Asia,860.0,142.0,54.53333333333333,8.914950000000031,2.061919633333333e-05,1710.59175530192,33589500.0,2017463.0,-0.5,61.79988784867613
109,Venezuela (Bolivarian Republic of),Americas,862.0,19.0,42.66666666666666,28.200566666666685,8.180530466666667e-05,16055.6453173826,28612963.0,4474097.333333333,-0.5,57.67879678607324
110,Yemen,Asia,887.0,142.0,35.03333333333334,25.244760000000024,2.6514946e-05,758.145241569423,29162191.0,1259980.3333333333,-0.5,52.98051286513128
0,Algeria,Africa,12.0,2.0,62.86666666666667,21.521313333333357,3.1792987e-05,3812.84834775419,43044170.66666666,1985170.0,0.0,56.2056050764404
1,Angola,Africa,24.0,2.0,40.46666666666667,28.87619333333335,0.00010654909,2625.1456503511267,31833784.666666668,658110.0,0.0,50.58827801437727
2,Azerbaijan,Asia,31.0,142.0,60.73333333333333,15.771556666666696,3.319543633333333e-05,4589.000968807194,10019058.333333334,1157207.0,0.0,58.91195776803799
3,Argentina,Americas,32.0,19.0,64.36666666666667,15.598700000000028,2.0769597e-05,10143.605033350175,44936659.0,1049687.0,0.0,61.29487630902159
4,Australia,Oceania,36.0,9.0,75.96666666666667,22.387706666666684,4.8364114333333335e-05,54578.79395981343,25347233.33333333,582643.3333333334,0.0,73.86194330038609
5,Austria,Europe,40.0,150.0,79.33333333333333,8.65697000000002,4.6373544666666666e-05,50063.211998749095,8879101.666666666,583638.3333333334,0.0,78.95952705463276
6,Bangladesh,Asia,50.0,142.0,51.43333333333334,26.96867333333336,3.0979094e-05,1838.49530793297,163037423.0,7287666.333333333,0.0,55.142859871504776
7,Belgium,Europe,56.0,150.0,77.3,7.436743333333368,4.0090151e-05,46446.53235461717,11486758.333333334,565129.0,0.0,78.30303813404902
8,Bolivia (Plurinational State of),Americas,68.0,19.0,60.16666666666666,27.15360000000004,1.1714094e-05,3411.2529088812767,11513090.333333334,906596.3333333334,0.0,53.03386506079543
9,Botswana,Africa,72.0,2.0,55.63333333333333,24.55425666666669,4.845589633333333e-05,7037.280913728439,2303131.6666666665,61907.333333333336,0.0,54.83333310604766
10,Brazil,Americas,76.0,19.0,66.73333333333333,27.41896666666668,4.680074566666667e-05,8281.926413249807,211026082.66666663,1818548.3333333333,0.0,55.189517085756094
11,Bulgaria,Europe,100.0,150.0,67.2,12.49430000000003,5.2197633666666666e-05,9801.72422873622,6978271.0,1582384.0,0.0,62.37164038194433
12,Myanmar,Asia,104.0,142.0,54.76666666666667,27.619633333333358,4.3878567e-05,1329.6298491355535,54054511.333333336,3537899.333333333,0.0,52.71805745175305
13,Burundi,Africa,108.0,2.0,35.43333333333334,28.38379333333336,1.6029157e-05,235.32926070696533,11532245.666666666,532879.3333333334,0.0,51.044507357723546
14,Belarus,Europe,112.0,150.0,71.8,8.907943333333359,3.931906666666667e-05,6540.64415850119,9412831.666666666,1480877.0,0.0,63.07565831633411
15,Cambodia,Asia,116.0,142.0,52.8,28.63545000000001,3.132567566666667e-05,1566.3058784106834,16485102.666666666,1098769.3333333333,0.0,51.438767334110246
16,Cameroon,Africa,120.0,2.0,44.833333333333336,29.16746666666669,7.691018333333333e-05,1551.8221469536932,25879504.0,422606.3333333333,0.0,50.33414961517999
17,Canada,Americas,124.0,19.0,77.13333333333333,-3.869889999999998,1.6369912666666666e-05,45378.52470774647,37567839.333333336,1286573.3333333333,0.0,84.17267225302635
18,Sri Lanka,Asia,144.0,142.0,57.76666666666667,28.17940666666668,0.0001106248166666,3864.04910311369,21797333.33333333,1899270.3333333333,0.0,51.777308833882444
19,Chad,Africa,148.0,2.0,41.9,27.361520000000024,4.624434933333334e-05,698.3203650803267,15950156.0,216096.0,0.0,51.213168165294
20,Chile,Americas,152.0,19.0,72.93333333333334,13.253096666666693,2.4460779333333334e-05,14620.520988776232,18932470.0,638643.0,0.0,63.83986038431167
21,China,Asia,156.0,142.0,72.63333333333334,16.821253333333345,4.8532011666666665e-05,10161.318454456175,1407144787.3333333,10417099.0,0.0,67.95212393136197
22,Colombia,Americas,170.0,19.0,65.13333333333334,29.39356666666669,7.667062833333333e-05,6163.03962224305,50294461.0,2959156.0,0.0,52.97024113098739
